day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;2300;INTARIAN_PEPPER_ROOT;10586;9;;;;;10604;25;;;;;10595.0;0.0
1;2400;INTARIAN_PEPPER_ROOT;10585;8;10582;22;;;10603;22;;;;;10594.0;0.0
1;2400;ASH_COATED_OSMIUM;10002;10;10000;25;;;10021;25;;;;;10011.5;0.0
1;2500;INTARIAN_PEPPER_ROOT;10585;10;10582;15;;;;;;;;;10585.0;0.0
1;2500;ASH_COATED_OSMIUM;10002;14;10000;27;;;10018;14;10021;27;;;10010.0;0.0
1;2600;INTARIAN_PEPPER_ROOT;10586;8;10582;25;;;10600;8;10603;25;;;10593.0;0.0
1;2600;ASH_COATED_OSMIUM;9999;20;;;;;10018;13;10020;20;;;10008.5;0.0
1;2700;ASH_COATED_OSMIUM;10002;14;9999;29;;;10018;14;10020;29;;;10010.0;0.0
1;2700;INTARIAN_PEPPER_ROOT;10586;11;10582;19;;;10588;8;10600;11;10603;19;10587.0;0.0
1;2800;INTARIAN_PEPPER_ROOT;10586;12;;;;;10600;12;10603;25;;;10593.0;0.0
1;2800;ASH_COATED_OSMIUM;10002;11;9999;22;;;10020;22;;;;;10011.0;0.0
1;2900;INTARIAN_PEPPER_ROOT;10596;8;10586;12;10583;25;10600;12;10603;25;;;10598.0;0.0
1;2900;ASH_COATED_OSMIUM;10001;15;9999;21;;;10020;21;;;;;10010.5;0.0
1;3000;INTARIAN_PEPPER_ROOT;10586;9;10583;21;;;10603;21;;;;;10594.5;0.0
1;3000;ASH_COATED_OSMIUM;10002;13;9999;27;;;10018;13;10020;27;;;10010.0;0.0
1;3100;ASH_COATED_OSMIUM;10001;10;;;;;10017;10;10020;25;;;10009.0;0.0
1;3100;INTARIAN_PEPPER_ROOT;10585;11;10582;21;;;10599;11;;;;;10592.0;0.0
1;3200;INTARIAN_PEPPER_ROOT;10585;9;10582;25;;;10599;9;10602;25;;;10592.0;0.0
1;3200;ASH_COATED_OSMIUM;10001;12;9999;28;;;10017;12;10020;28;;;10009.0;0.0
1;3300;INTARIAN_PEPPER_ROOT;10585;10;10582;17;;;10599;10;10603;17;;;10592.0;0.0
1;3300;ASH_COATED_OSMIUM;10001;12;;;;;10017;12;10020;26;;;10009.0;0.0
1;3400;INTARIAN_PEPPER_ROOT;10585;12;10582;24;;;10599;12;10603;24;;;10592.0;0.0
1;3400;ASH_COATED_OSMIUM;10001;11;9999;25;;;10017;11;10020;25;;;10009.0;0.0
1;3500;ASH_COATED_OSMIUM;9999;21;;;;;10017;10;10020;21;;;10008.0;0.0
1;3500;INTARIAN_PEPPER_ROOT;10585;11;10582;25;;;10600;11;10603;25;;;10592.5;0.0
1;3600;ASH_COATED_OSMIUM;10001;10;9998;30;;;10017;10;10019;30;;;10009.0;0.0
1;3600;INTARIAN_PEPPER_ROOT;10586;10;;;;;10600;10;10603;22;;;10593.0;0.0
1;3700;INTARIAN_PEPPER_ROOT;10586;8;10582;25;;;10600;8;10603;25;;;10593.0;0.0
1;3700;ASH_COATED_OSMIUM;10000;15;;;;;10016;15;10019;24;;;10008.0;0.0
1;3800;ASH_COATED_OSMIUM;10006;5;10001;13;;;10019;29;;;;;10012.5;0.0
1;3800;INTARIAN_PEPPER_ROOT;10585;10;10582;19;;;10599;10;10602;19;;;10592.0;0.0
1;3900;ASH_COATED_OSMIUM;10001;13;;;;;10017;13;10019;26;;;10009.0;0.0
1;3900;INTARIAN_PEPPER_ROOT;10585;9;10582;25;;;10599;9;10602;25;;;10592.0;0.0
1;4000;ASH_COATED_OSMIUM;9998;30;;;;;10016;15;10019;30;;;10007.0;0.0
1;4000;INTARIAN_PEPPER_ROOT;10585;12;;;;;10599;12;;;;;10592.0;0.0
1;4100;INTARIAN_PEPPER_ROOT;10585;8;10582;25;;;10599;8;10602;25;;;10592.0;0.0
1;4100;ASH_COATED_OSMIUM;10006;3;10000;14;9998;25;10016;14;10019;25;;;10011.0;0.0
1;4200;ASH_COATED_OSMIUM;10001;10;9998;26;;;10017;10;;;;;10009.0;0.0
1;4200;INTARIAN_PEPPER_ROOT;10585;10;10582;19;;;10599;10;10602;19;;;10592.0;0.0
1;4300;ASH_COATED_OSMIUM;9999;24;;;;;10017;12;;;;;10008.0;0.0
1;4300;INTARIAN_PEPPER_ROOT;10585;11;10582;25;;;10599;11;10603;25;;;10592.0;0.0
1;4400;INTARIAN_PEPPER_ROOT;10585;10;;;;;10599;10;10603;22;;;10592.0;0.0
1;4400;ASH_COATED_OSMIUM;10001;10;9999;22;;;10017;10;10020;22;;;10009.0;0.0
1;4500;INTARIAN_PEPPER_ROOT;10584;11;10581;15;;;10599;11;10602;15;;;10591.5;0.0
1;4500;ASH_COATED_OSMIUM;10002;14;9999;26;;;10018;14;10020;26;;;10010.0;0.0
1;4600;INTARIAN_PEPPER_ROOT;10585;9;10581;22;;;10599;9;10602;22;;;10592.0;0.0
1;4600;ASH_COATED_OSMIUM;10002;15;9999;21;;;10018;15;10020;21;;;10010.0;0.0
1;4700;ASH_COATED_OSMIUM;10001;14;9999;27;;;10017;14;10020;27;;;10009.0;0.0
1;4700;INTARIAN_PEPPER_ROOT;10585;12;10581;15;;;10599;12;10602;15;;;10592.0;0.0
1;4800;INTARIAN_PEPPER_ROOT;10585;11;10582;21;;;10594;4;10602;21;;;10589.5;0.0
1;4800;ASH_COATED_OSMIUM;9998;28;;;;;10017;10;10019;28;;;10007.5;0.0
1;4900;INTARIAN_PEPPER_ROOT;10585;12;;;;;10599;12;10602;16;;;10592.0;0.0
1;4900;ASH_COATED_OSMIUM;10001;15;9999;27;;;10017;15;10020;27;;;10009.0;0.0
1;5000;INTARIAN_PEPPER_ROOT;10585;10;10582;23;;;;;;;;;10585.0;0.0
1;5000;ASH_COATED_OSMIUM;10001;12;9999;29;;;10017;12;10020;29;;;10009.0;0.0
1;5100;ASH_COATED_OSMIUM;9998;24;;;;;10017;11;10019;24;;;10007.5;0.0
1;5100;INTARIAN_PEPPER_ROOT;10585;11;10582;25;;;10599;11;;;;;10592.0;0.0
1;5200;INTARIAN_PEPPER_ROOT;10584;12;10581;19;;;;;;;;;10584.0;0.0
1;5200;ASH_COATED_OSMIUM;9998;29;;;;;10017;15;;;;;10007.5;0.0
1;5300;INTARIAN_PEPPER_ROOT;10584;8;10581;21;;;10598;8;10602;21;;;10591.0;0.0
1;5300;ASH_COATED_OSMIUM;9999;21;;;;;10017;15;10020;21;;;10008.0;0.0
1;5400;INTARIAN_PEPPER_ROOT;10584;8;10581;16;;;10598;8;10602;16;;;10591.0;0.0
1;5400;ASH_COATED_OSMIUM;10001;14;9999;20;;;10020;20;;;;;10010.5;0.0
1;5500;ASH_COATED_OSMIUM;10001;13;9999;28;;;10020;28;;;;;10010.5;0.0
1;5500;INTARIAN_PEPPER_ROOT;10584;10;10581;24;;;10602;24;;;;;10593.0;0.0
1;5600;INTARIAN_PEPPER_ROOT;10585;11;10581;19;;;10599;11;;;;;10592.0;0.0
1;5600;ASH_COATED_OSMIUM;10001;14;;;;;10017;14;10019;21;;;10009.0;0.0
1;5700;INTARIAN_PEPPER_ROOT;10585;8;10581;19;;;10599;8;10602;19;;;10592.0;0.0
1;5700;ASH_COATED_OSMIUM;10001;12;9998;29;;;10017;12;10019;29;;;10009.0;0.0
1;5800;INTARIAN_PEPPER_ROOT;10582;22;;;;;10602;22;;;;;10592.0;0.0
1;5800;ASH_COATED_OSMIUM;10001;10;;;;;10017;10;10020;28;;;10009.0;0.0
1;5900;ASH_COATED_OSMIUM;10002;15;9999;29;;;10018;15;10020;29;;;10010.0;0.0
1;5900;INTARIAN_PEPPER_ROOT;10585;10;10582;23;;;10599;10;10602;23;;;10592.0;0.0
1;6000;INTARIAN_PEPPER_ROOT;10581;19;;;;;10598;11;10601;19;;;10589.5;0.0
1;6000;ASH_COATED_OSMIUM;10001;15;9999;30;;;10017;15;10020;30;;;10009.0;0.0
1;6100;INTARIAN_PEPPER_ROOT;10581;22;;;;;10598;9;10601;22;;;10589.5;0.0
1;6100;ASH_COATED_OSMIUM;9999;28;;;;;10020;28;;;;;10009.5;0.0
1;6200;INTARIAN_PEPPER_ROOT;10584;10;10581;15;;;10598;10;10601;15;;;10591.0;0.0
1;6200;ASH_COATED_OSMIUM;10001;11;9998;20;;;10017;11;;;;;10009.0;0.0
1;6300;ASH_COATED_OSMIUM;9998;22;;;;;10017;12;10019;22;;;10007.5;0.0
1;6300;INTARIAN_PEPPER_ROOT;10584;11;;;;;10598;11;10602;24;;;10591.0;0.0
1;6400;INTARIAN_PEPPER_ROOT;10581;22;;;;;10598;9;10602;22;;;10589.5;0.0
1;6400;ASH_COATED_OSMIUM;10001;14;9998;23;;;10017;14;10019;23;;;10009.0;0.0
1;6500;INTARIAN_PEPPER_ROOT;;;;;;;;;;;;;-2415.0;0.0
1;6500;ASH_COATED_OSMIUM;10001;13;;;;;10017;13;10020;24;;;10009.0;0.0
1;6600;ASH_COATED_OSMIUM;10001;15;9998;25;;;10017;15;10019;25;;;10009.0;0.0
1;6600;INTARIAN_PEPPER_ROOT;10585;12;;;;;;;;;;;10585.0;0.0
1;6700;ASH_COATED_OSMIUM;9998;29;;;;;10019;29;;;;;10008.5;0.0
1;6700;INTARIAN_PEPPER_ROOT;10585;8;10581;22;;;10599;8;10602;22;;;10592.0;0.0
1;6800;ASH_COATED_OSMIUM;10001;10;9998;30;;;10017;10;10019;30;;;10009.0;0.0
1;6800;INTARIAN_PEPPER_ROOT;10584;12;;;;;10598;12;10601;16;;;10591.0;0.0
1;6900;INTARIAN_PEPPER_ROOT;10584;9;10581;19;;;10601;19;;;;;10592.5;0.0
1;6900;ASH_COATED_OSMIUM;10001;12;9998;22;;;10019;22;;;;;10010.0;0.0
1;7000;ASH_COATED_OSMIUM;10001;11;;;;;10017;11;10019;22;;;10009.0;0.0
1;7000;INTARIAN_PEPPER_ROOT;10584;9;10581;24;;;10598;9;10601;24;;;10591.0;0.0
1;7100;ASH_COATED_OSMIUM;9998;25;;;;;10019;25;;;;;10008.5;0.0
1;7100;INTARIAN_PEPPER_ROOT;10584;12;10581;15;;;10598;12;10601;15;;;10591.0;0.0
1;7200;ASH_COATED_OSMIUM;10006;2;10001;11;;;10017;11;10019;20;;;10011.5;0.0
1;7200;INTARIAN_PEPPER_ROOT;10584;9;10581;23;;;10598;9;10601;23;;;10591.0;0.0
1;7300;INTARIAN_PEPPER_ROOT;10584;9;10581;17;;;10598;9;10602;17;;;10591.0;0.0
1;7300;ASH_COATED_OSMIUM;10001;11;9998;21;;;10017;11;10019;21;;;10009.0;0.0
1;7400;ASH_COATED_OSMIUM;10001;15;9998;26;;;10017;15;10019;26;;;10009.0;0.0
1;7400;INTARIAN_PEPPER_ROOT;10584;10;10581;23;;;10598;10;;;;;10591.0;0.0
1;7500;ASH_COATED_OSMIUM;;;;;;;10017;14;10019;21;;;10017.0;0.0
1;7500;INTARIAN_PEPPER_ROOT;10583;9;10580;20;;;10598;9;10601;20;;;10590.5;0.0
1;7600;ASH_COATED_OSMIUM;9999;30;;;;;10007;5;10017;14;10020;30;10003.0;0.0
1;7600;INTARIAN_PEPPER_ROOT;10584;9;10580;19;;;10598;9;10601;19;;;10591.0;0.0
1;7700;INTARIAN_PEPPER_ROOT;10584;8;10580;20;;;10598;8;10601;20;;;10591.0;0.0
1;7700;ASH_COATED_OSMIUM;10001;10;;;;;10017;10;10019;25;;;10009.0;0.0
1;7800;ASH_COATED_OSMIUM;10000;11;9998;22;;;10016;11;10019;22;;;10008.0;0.0
1;7800;INTARIAN_PEPPER_ROOT;10581;17;;;;;10598;12;10601;17;;;10589.5;0.0
1;7900;ASH_COATED_OSMIUM;;;;;;;10016;13;10019;23;;;10016.0;0.0
1;7900;INTARIAN_PEPPER_ROOT;10584;12;10581;23;;;10598;12;10601;23;;;10591.0;0.0
1;8000;ASH_COATED_OSMIUM;10000;15;9997;22;;;10018;22;;;;;10009.0;0.0
1;8000;INTARIAN_PEPPER_ROOT;10584;8;;;;;10601;24;;;;;10592.5;0.0
1;8100;ASH_COATED_OSMIUM;9998;30;;;;;10016;10;10019;30;;;10007.0;0.0
1;8100;INTARIAN_PEPPER_ROOT;10584;9;10581;18;;;10598;9;10601;18;;;10591.0;0.0
1;8200;INTARIAN_PEPPER_ROOT;10584;12;10581;19;;;10598;12;10601;19;;;10591.0;0.0
1;8200;ASH_COATED_OSMIUM;9997;24;;;;;10016;12;10018;24;;;10006.5;0.0
1;8300;ASH_COATED_OSMIUM;10000;15;9998;23;;;10016;15;10019;23;;;10008.0;0.0
1;8300;INTARIAN_PEPPER_ROOT;10583;8;;;;;10597;8;10601;24;;;10590.0;0.0
1;8400;ASH_COATED_OSMIUM;9999;23;;;;;10017;13;10020;23;;;10008.0;0.0
1;8400;INTARIAN_PEPPER_ROOT;10583;9;10580;24;;;10597;9;10601;24;;;10590.0;0.0
1;8500;ASH_COATED_OSMIUM;10001;14;9998;21;;;10017;14;10019;21;;;10009.0;0.0
1;8500;INTARIAN_PEPPER_ROOT;10583;10;10580;19;;;10598;10;;;;;10590.5;0.0
1;8600;INTARIAN_PEPPER_ROOT;10584;10;10580;22;;;10598;10;10601;22;;;10591.0;0.0
1;8600;ASH_COATED_OSMIUM;10001;13;9998;24;;;10017;13;10019;24;;;10009.0;0.0
1;8700;INTARIAN_PEPPER_ROOT;10584;9;10580;17;;;10601;17;;;;;10592.5;0.0
1;8700;ASH_COATED_OSMIUM;10001;11;9998;30;;;10017;11;10019;30;;;10009.0;0.0
1;8800;ASH_COATED_OSMIUM;9998;22;;;;;10019;22;;;;;10008.5;0.0
1;8800;INTARIAN_PEPPER_ROOT;10584;10;10581;23;;;10601;23;;;;;10592.5;0.0
1;8900;INTARIAN_PEPPER_ROOT;10584;8;10581;24;;;10598;8;10601;24;;;10591.0;0.0
1;8900;ASH_COATED_OSMIUM;9998;27;;;;;10010;5;10017;11;10019;27;10004.0;0.0
1;9000;INTARIAN_PEPPER_ROOT;10584;12;10581;22;;;10598;12;;;;;10591.0;0.0
1;9000;ASH_COATED_OSMIUM;;;;;;;10017;14;10019;20;;;10017.0;0.0
1;9100;INTARIAN_PEPPER_ROOT;10584;12;10581;20;;;10598;12;10601;20;;;10591.0;0.0
1;9100;ASH_COATED_OSMIUM;10006;4;10000;12;9998;25;10016;12;;;;;10011.0;0.0
1;9200;ASH_COATED_OSMIUM;9998;21;;;;;10016;12;10019;21;;;10007.0;0.0
1;9200;INTARIAN_PEPPER_ROOT;10583;12;10580;15;;;10600;15;;;;;10591.5;0.0
1;9300;INTARIAN_PEPPER_ROOT;10583;11;10580;23;;;10597;11;10601;23;;;10590.0;0.0
1;9300;ASH_COATED_OSMIUM;10000;12;;;;;10016;12;10019;23;;;10008.0;0.0
1;9400;INTARIAN_PEPPER_ROOT;10583;11;10580;24;;;10601;24;;;;;10592.0;0.0
1;9400;ASH_COATED_OSMIUM;10000;10;9998;30;;;10006;10;10016;10;10019;30;10003.0;0.0
1;9500;INTARIAN_PEPPER_ROOT;10580;20;;;;;10598;11;10601;20;;;10589.0;0.0
1;9500;ASH_COATED_OSMIUM;9999;14;9997;27;;;10015;14;10018;27;;;10007.0;0.0
1;9600;ASH_COATED_OSMIUM;9999;10;9997;30;;;10015;10;10018;30;;;10007.0;0.0
1;9600;INTARIAN_PEPPER_ROOT;10584;12;10580;20;;;10598;12;10601;20;;;10591.0;0.0
1;9700;INTARIAN_PEPPER_ROOT;10584;10;10580;23;;;10598;10;10601;23;;;10591.0;0.0
1;9700;ASH_COATED_OSMIUM;9997;26;;;;;10018;26;;;;;10007.5;0.0
1;9800;INTARIAN_PEPPER_ROOT;10584;11;10581;16;;;10598;11;;;;;10591.0;0.0
1;9800;ASH_COATED_OSMIUM;9999;13;9997;29;;;10015;13;10018;29;;;10007.0;0.0
1;9900;INTARIAN_PEPPER_ROOT;10584;12;10581;17;;;10586;8;10598;12;;;10585.0;0.0
1;9900;ASH_COATED_OSMIUM;9999;11;9996;29;;;10015;11;10017;29;;;10007.0;0.0
1;10000;ASH_COATED_OSMIUM;9999;13;9997;23;;;10015;13;10018;23;;;10007.0;0.0
1;10000;INTARIAN_PEPPER_ROOT;10583;12;10580;18;;;10597;12;10600;18;;;10590.0;0.0
1;10100;INTARIAN_PEPPER_ROOT;10583;12;;;;;;;;;;;10583.0;0.0
1;10100;ASH_COATED_OSMIUM;9999;10;9996;22;;;10015;10;10017;22;;;10007.0;0.0
1;10200;INTARIAN_PEPPER_ROOT;10583;10;10580;20;;;10597;10;;;;;10590.0;0.0
1;10200;ASH_COATED_OSMIUM;9999;11;9997;23;;;10018;23;;;;;10008.5;0.0
1;10300;INTARIAN_PEPPER_ROOT;;;;;;;10597;9;10601;15;;;10597.0;0.0
1;10300;ASH_COATED_OSMIUM;10000;12;9997;21;;;10016;12;10018;21;;;10008.0;0.0
1;10400;ASH_COATED_OSMIUM;10000;12;9997;21;;;10018;21;;;;;10009.0;0.0
1;10400;INTARIAN_PEPPER_ROOT;10583;8;10580;23;;;10597;8;10601;23;;;10590.0;0.0
1;10500;INTARIAN_PEPPER_ROOT;10580;19;;;;;10601;19;;;;;10590.5;0.0
1;10500;ASH_COATED_OSMIUM;9999;11;9997;29;;;10015;11;10018;29;;;10007.0;0.0
1;10600;INTARIAN_PEPPER_ROOT;10584;12;10580;16;;;10598;12;10601;16;;;10591.0;0.0
1;10600;ASH_COATED_OSMIUM;10000;11;9997;26;;;10016;11;10018;26;;;10008.0;0.0
1;10700;INTARIAN_PEPPER_ROOT;10594;4;10584;12;10580;22;10598;12;10601;22;;;10596.0;0.0
1;10700;ASH_COATED_OSMIUM;10009;5;9999;13;9997;21;;;;;;;10009.0;0.0
1;10800;ASH_COATED_OSMIUM;9999;12;9996;23;;;10015;12;10017;23;;;10007.0;0.0
1;10800;INTARIAN_PEPPER_ROOT;10583;9;10580;20;;;10597;9;10600;20;;;10590.0;0.0
1;10900;ASH_COATED_OSMIUM;9999;13;;;;;10015;13;10017;30;;;10007.0;0.0
1;10900;INTARIAN_PEPPER_ROOT;10583;9;10580;18;;;10597;9;;;;;10590.0;0.0
1;11000;INTARIAN_PEPPER_ROOT;10583;9;10580;16;;;10597;9;;;;;10590.0;0.0
1;11000;ASH_COATED_OSMIUM;9998;11;9995;24;;;10007;5;10014;11;10016;24;10002.5;0.0
1;11100;INTARIAN_PEPPER_ROOT;10583;9;10580;22;;;10597;9;10600;22;;;10590.0;0.0
1;11100;ASH_COATED_OSMIUM;9998;14;9995;25;;;10014;14;10016;25;;;10006.0;0.0
1;11200;INTARIAN_PEPPER_ROOT;10580;24;;;;;10597;8;10600;24;;;10588.5;0.0
1;11200;ASH_COATED_OSMIUM;9998;10;;;;;10014;10;10016;26;;;10006.0;0.0
1;11300;ASH_COATED_OSMIUM;9997;12;9995;29;;;10013;12;10016;29;;;10005.0;0.0
1;11300;INTARIAN_PEPPER_ROOT;10583;10;10580;18;;;10597;10;10601;18;;;10590.0;0.0
1;11400;INTARIAN_PEPPER_ROOT;10583;11;10580;18;;;10601;18;;;;;10592.0;0.0
1;11400;ASH_COATED_OSMIUM;9997;15;9995;22;;;10013;15;10016;22;;;10005.0;0.0
1;11500;INTARIAN_PEPPER_ROOT;10583;8;10580;25;;;10598;8;;;;;10590.5;0.0
1;11500;ASH_COATED_OSMIUM;9997;15;9994;27;;;10013;15;10015;27;;;10005.0;0.0
1;11600;INTARIAN_PEPPER_ROOT;10584;12;10580;23;;;10598;12;10601;23;;;10591.0;0.0
1;11600;ASH_COATED_OSMIUM;9997;11;9995;30;;;10013;11;10016;30;;;10005.0;0.0
1;11700;ASH_COATED_OSMIUM;9998;15;9995;22;;;10014;15;10016;22;;;10006.0;0.0
1;11700;INTARIAN_PEPPER_ROOT;10583;10;10579;17;;;;;;;;;10583.0;0.0
1;11800;INTARIAN_PEPPER_ROOT;10583;8;10580;17;;;10597;8;10600;17;;;10590.0;0.0
1;11800;ASH_COATED_OSMIUM;9997;14;9995;25;;;10016;25;;;;;10006.5;0.0
1;11900;INTARIAN_PEPPER_ROOT;10583;10;10580;20;;;10597;10;10600;20;;;10590.0;0.0
1;11900;ASH_COATED_OSMIUM;9997;11;;;;;10015;20;;;;;10006.0;0.0
1;12000;INTARIAN_PEPPER_ROOT;10583;10;10580;25;;;10597;10;10600;25;;;10590.0;0.0
1;12000;ASH_COATED_OSMIUM;9997;10;;;;;10013;10;10015;22;;;10005.0;0.0
1;12100;ASH_COATED_OSMIUM;9998;14;;;;;;;;;;;9998.0;0.0
1;12100;INTARIAN_PEPPER_ROOT;10580;24;;;;;10597;12;;;;;10588.5;0.0
1;12200;INTARIAN_PEPPER_ROOT;10583;10;;;;;10597;10;10600;22;;;10590.0;0.0
1;12200;ASH_COATED_OSMIUM;9997;13;9995;24;;;10016;24;;;;;10006.5;0.0
1;12300;INTARIAN_PEPPER_ROOT;10580;23;;;;;10597;11;10601;23;;;10588.5;0.0
1;12300;ASH_COATED_OSMIUM;9997;11;9995;20;;;10016;20;;;;;10006.5;0.0
1;12400;ASH_COATED_OSMIUM;9997;14;9995;28;;;10013;14;10016;28;;;10005.0;0.0
1;12400;INTARIAN_PEPPER_ROOT;10583;12;10580;25;;;10597;12;10601;25;;;10590.0;0.0
1;12500;ASH_COATED_OSMIUM;9997;15;;;;;10013;15;10015;22;;;10005.0;0.0
1;12500;INTARIAN_PEPPER_ROOT;10583;8;;;;;10598;8;10601;16;;;10590.5;0.0
1;12600;ASH_COATED_OSMIUM;9997;11;9994;28;;;10013;11;10015;28;;;10005.0;0.0
1;12600;INTARIAN_PEPPER_ROOT;10579;18;;;;;10585;3;10597;10;10600;18;10582.0;0.0
1;12700;INTARIAN_PEPPER_ROOT;10583;11;10579;20;;;10597;11;10600;20;;;10590.0;0.0
1;12700;ASH_COATED_OSMIUM;9994;23;;;;;10013;15;10015;23;;;10003.5;0.0
1;12800;ASH_COATED_OSMIUM;9997;15;9994;23;;;10013;15;10015;23;;;10005.0;0.0
1;12800;INTARIAN_PEPPER_ROOT;10583;11;10580;19;;;10597;11;10600;19;;;10590.0;0.0
1;12900;ASH_COATED_OSMIUM;9997;14;9994;29;;;10013;14;10015;29;;;10005.0;0.0
1;12900;INTARIAN_PEPPER_ROOT;10580;20;;;;;10597;10;;;;;10588.5;0.0
1;13000;ASH_COATED_OSMIUM;9997;13;9994;25;;;10013;13;10015;25;;;10005.0;0.0
