day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;6200;INTARIAN_PEPPER_ROOT;12004;15;;;;;12023;15;;;;;12013.5;0.0
0;6200;ASH_COATED_OSMIUM;9993;11;9990;20;;;10009;11;10011;20;;;10001.0;0.0
0;6300;ASH_COATED_OSMIUM;9993;12;9990;22;;;10009;12;10011;22;;;10001.0;0.0
0;6300;INTARIAN_PEPPER_ROOT;12007;11;12004;24;;;12020;11;;;;;12013.5;0.0
0;6400;INTARIAN_PEPPER_ROOT;12006;9;12003;22;;;12019;9;12022;22;;;12012.5;0.0
0;6400;ASH_COATED_OSMIUM;9992;14;9989;23;;;10008;14;10010;23;;;10000.0;0.0
0;6500;ASH_COATED_OSMIUM;9992;13;9990;24;;;10008;13;10011;24;;;10000.0;0.0
0;6500;INTARIAN_PEPPER_ROOT;12003;22;;;;;12019;10;12022;22;;;12011.0;0.0
0;6600;INTARIAN_PEPPER_ROOT;12006;12;12003;23;;;12019;12;12022;23;;;12012.5;0.0
0;6600;ASH_COATED_OSMIUM;9992;15;9989;25;;;;;;;;;9992.0;0.0
0;6700;INTARIAN_PEPPER_ROOT;12006;8;;;;;12019;8;;;;;12012.5;0.0
0;6700;ASH_COATED_OSMIUM;9992;13;;;;;10008;13;10011;29;;;10000.0;0.0
0;6800;INTARIAN_PEPPER_ROOT;12005;12;12002;16;;;;;;;;;12005.0;0.0
0;6800;ASH_COATED_OSMIUM;;;;;;;10008;10;10011;30;;;10008.0;0.0
0;6900;ASH_COATED_OSMIUM;9990;22;;;;;10008;12;;;;;9999.0;0.0
0;6900;INTARIAN_PEPPER_ROOT;12005;9;12002;19;;;12018;9;12021;19;;;12011.5;0.0
0;7000;ASH_COATED_OSMIUM;9990;22;;;;;10011;22;;;;;10000.5;0.0
0;7000;INTARIAN_PEPPER_ROOT;12002;24;;;;;12019;9;12022;24;;;12010.5;0.0
0;7100;ASH_COATED_OSMIUM;9992;15;9990;25;;;10008;15;10011;25;;;10000.0;0.0
0;7100;INTARIAN_PEPPER_ROOT;12006;12;12003;15;;;12019;12;12022;15;;;12012.5;0.0
0;7200;ASH_COATED_OSMIUM;9998;2;9993;11;9990;20;10011;20;;;;;10004.5;0.0
0;7200;INTARIAN_PEPPER_ROOT;12006;9;12003;23;;;12019;9;12022;23;;;12012.5;0.0
0;7300;ASH_COATED_OSMIUM;9992;11;9990;21;;;10011;21;;;;;10001.5;0.0
0;7300;INTARIAN_PEPPER_ROOT;;;;;;;12018;9;12021;17;;;12018.0;0.0
0;7400;ASH_COATED_OSMIUM;9993;15;9990;26;;;10009;15;10011;26;;;10001.0;0.0
0;7400;INTARIAN_PEPPER_ROOT;12002;23;;;;;;;;;;;12002.0;0.0
0;7500;ASH_COATED_OSMIUM;9993;14;9990;21;;;10009;14;10011;21;;;10001.0;0.0
0;7500;INTARIAN_PEPPER_ROOT;12005;9;;;;;12021;20;;;;;12013.0;0.0
0;7600;ASH_COATED_OSMIUM;9993;14;9990;30;;;9998;5;;;;;9995.5;0.0
0;7600;INTARIAN_PEPPER_ROOT;12005;9;12002;19;;;12018;9;12021;19;;;12011.5;0.0
0;7700;INTARIAN_PEPPER_ROOT;12005;8;;;;;12018;8;12021;20;;;12011.5;0.0
0;7700;ASH_COATED_OSMIUM;9993;10;9991;25;;;10009;10;10012;25;;;10001.0;0.0
0;7800;INTARIAN_PEPPER_ROOT;12004;12;12001;17;;;12017;12;12020;17;;;12010.5;0.0
0;7800;ASH_COATED_OSMIUM;9990;22;;;;;10009;11;10011;22;;;9999.5;0.0
0;7900;INTARIAN_PEPPER_ROOT;12001;23;;;;;12017;12;12020;23;;;12009.0;0.0
0;7900;ASH_COATED_OSMIUM;9993;13;9990;23;;;10009;13;10011;23;;;10001.0;0.0
0;8000;INTARIAN_PEPPER_ROOT;12004;8;12001;24;;;;;;;;;12004.0;0.0
0;8000;ASH_COATED_OSMIUM;9990;22;;;;;10008;15;10011;22;;;9999.0;0.0
0;8100;ASH_COATED_OSMIUM;9992;10;9989;30;;;10008;10;10010;30;;;10000.0;0.0
0;8100;INTARIAN_PEPPER_ROOT;12005;9;12002;18;;;;;;;;;12005.0;0.0
0;8200;ASH_COATED_OSMIUM;9992;12;9989;24;;;10008;12;10010;24;;;10000.0;0.0
0;8200;INTARIAN_PEPPER_ROOT;12002;19;;;;;12018;12;12021;19;;;12010.0;0.0
0;8300;INTARIAN_PEPPER_ROOT;12004;8;12001;24;;;;;;;;;12004.0;0.0
0;8300;ASH_COATED_OSMIUM;9992;15;9990;23;;;10011;23;;;;;10001.5;0.0
0;8400;INTARIAN_PEPPER_ROOT;12004;9;12001;24;;;12017;9;12020;24;;;12010.5;0.0
0;8400;ASH_COATED_OSMIUM;9992;13;9990;23;;;10008;13;10011;23;;;10000.0;0.0
0;8500;ASH_COATED_OSMIUM;9992;14;9989;21;;;10008;14;10010;21;;;10000.0;0.0
0;8500;INTARIAN_PEPPER_ROOT;12004;10;;;;;;;;;;;12004.0;0.0
0;8600;ASH_COATED_OSMIUM;9992;13;;;;;10010;24;;;;;10001.0;0.0
0;8600;INTARIAN_PEPPER_ROOT;12004;10;12001;22;;;12017;10;12020;22;;;12010.5;0.0
0;8700;INTARIAN_PEPPER_ROOT;12004;9;12001;17;;;12017;9;12020;17;;;12010.5;0.0
0;8700;ASH_COATED_OSMIUM;9991;11;9989;30;;;10010;30;;;;;10000.5;0.0
0;8800;INTARIAN_PEPPER_ROOT;12003;10;12000;23;;;12016;10;;;;;12009.5;0.0
0;8800;ASH_COATED_OSMIUM;9991;15;9989;22;;;10010;22;;;;;10000.5;0.0
0;8900;ASH_COATED_OSMIUM;9992;11;9989;27;;;10008;11;10010;27;;;10000.0;0.0
0;8900;INTARIAN_PEPPER_ROOT;12000;24;;;;;12016;8;;;;;12008.0;0.0
0;9000;ASH_COATED_OSMIUM;9992;14;9990;20;;;10008;14;;;;;10000.0;0.0
0;9000;INTARIAN_PEPPER_ROOT;12003;12;12000;22;;;12017;12;12020;22;;;12010.0;0.0
0;9100;INTARIAN_PEPPER_ROOT;12004;12;12001;20;;;12020;20;;;;;12012.0;0.0
0;9100;ASH_COATED_OSMIUM;9998;4;9992;12;9990;25;10008;12;10011;25;;;10003.0;0.0
0;9200;INTARIAN_PEPPER_ROOT;12004;12;;;;;12020;15;;;;;12012.0;0.0
0;9200;ASH_COATED_OSMIUM;9992;12;9990;21;;;10008;12;;;;;10000.0;0.0
0;9300;ASH_COATED_OSMIUM;9992;12;;;;;10010;23;;;;;10001.0;0.0
0;9300;INTARIAN_PEPPER_ROOT;12003;11;12000;23;;;12016;11;12019;23;;;12009.5;0.0
0;9400;ASH_COATED_OSMIUM;9992;10;9990;30;;;9998;10;10008;10;10011;30;9995.0;0.0
0;9400;INTARIAN_PEPPER_ROOT;12003;11;;;;;12016;11;12019;24;;;12009.5;0.0
0;9500;INTARIAN_PEPPER_ROOT;12003;11;12000;20;;;12016;11;12019;20;;;12009.5;0.0
0;9500;ASH_COATED_OSMIUM;9992;14;9990;27;;;10008;14;10011;27;;;10000.0;0.0
0;9600;INTARIAN_PEPPER_ROOT;12000;20;;;;;12016;12;12019;20;;;12008.0;0.0
0;9600;ASH_COATED_OSMIUM;9993;10;9990;30;;;10009;10;10011;30;;;10001.0;0.0
0;9700;ASH_COATED_OSMIUM;9991;26;;;;;10009;15;10012;26;;;10000.0;0.0
0;9700;INTARIAN_PEPPER_ROOT;12003;10;12000;23;;;12016;10;;;;;12009.5;0.0
0;9800;ASH_COATED_OSMIUM;9994;13;9991;29;;;10010;13;10012;29;;;10002.0;0.0
0;9800;INTARIAN_PEPPER_ROOT;12002;11;;;;;12015;11;;;;;12008.5;0.0
0;9900;INTARIAN_PEPPER_ROOT;12002;12;11999;17;;;12005;8;12015;12;12018;17;12003.5;0.0
0;9900;ASH_COATED_OSMIUM;9994;11;9992;29;;;10010;11;10013;29;;;10002.0;0.0
0;10000;INTARIAN_PEPPER_ROOT;12002;12;11999;18;;;12016;12;12019;18;;;12009.0;0.0
0;10000;ASH_COATED_OSMIUM;9994;13;;;;;10010;13;10013;23;;;10002.0;0.0
0;10100;ASH_COATED_OSMIUM;9994;10;9992;22;;;10010;10;10013;22;;;10002.0;0.0
0;10100;INTARIAN_PEPPER_ROOT;12003;12;12000;15;;;12016;12;12019;15;;;12009.5;0.0
0;10200;ASH_COATED_OSMIUM;9994;11;9992;23;;;10013;23;;;;;10003.5;0.0
0;10200;INTARIAN_PEPPER_ROOT;12003;10;12000;20;;;12016;10;12019;20;;;12009.5;0.0
0;10300;INTARIAN_PEPPER_ROOT;;;;;;;12016;9;12019;15;;;12016.0;0.0
0;10300;ASH_COATED_OSMIUM;9992;21;;;;;10013;21;;;;;10002.5;0.0
0;10400;INTARIAN_PEPPER_ROOT;12002;8;11999;23;;;12018;23;;;;;12010.0;0.0
0;10400;ASH_COATED_OSMIUM;9992;21;;;;;10010;12;10013;21;;;10001.0;0.0
0;10500;ASH_COATED_OSMIUM;9992;29;;;;;10013;29;;;;;10002.5;0.0
0;10500;INTARIAN_PEPPER_ROOT;12002;9;11999;19;;;12015;9;12018;19;;;12008.5;0.0
0;10600;ASH_COATED_OSMIUM;9994;11;9992;26;;;10010;11;10013;26;;;10002.0;0.0
0;10600;INTARIAN_PEPPER_ROOT;12002;12;;;;;12015;12;12018;16;;;12008.5;0.0
0;10700;INTARIAN_PEPPER_ROOT;;;;;;;12015;12;12018;22;;;12015.0;0.0
0;10700;ASH_COATED_OSMIUM;9994;13;9992;21;;;10013;21;;;;;10003.5;0.0
0;10800;INTARIAN_PEPPER_ROOT;12002;9;11999;20;;;12015;9;;;;;12008.5;0.0
0;10800;ASH_COATED_OSMIUM;9994;12;9992;23;;;10010;12;;;;;10002.0;0.0
0;10900;ASH_COATED_OSMIUM;9995;13;9992;30;;;10011;13;10013;30;;;10003.0;0.0
0;10900;INTARIAN_PEPPER_ROOT;12002;9;;;;;12015;9;12018;18;;;12008.5;0.0
0;11000;INTARIAN_PEPPER_ROOT;12001;9;;;;;12015;9;12018;16;;;12008.0;0.0
0;11000;ASH_COATED_OSMIUM;9995;11;9992;24;;;10004;5;10011;11;10013;24;9999.5;0.0
0;11100;INTARIAN_PEPPER_ROOT;;;;;;;12015;9;;;;;12015.0;0.0
0;11100;ASH_COATED_OSMIUM;9995;14;9992;25;;;10011;14;10013;25;;;10003.0;0.0
0;11200;INTARIAN_PEPPER_ROOT;12002;8;11999;24;;;12015;8;;;;;12008.5;0.0
0;11200;ASH_COATED_OSMIUM;9994;10;9992;26;;;10010;10;10013;26;;;10002.0;0.0
0;11300;INTARIAN_PEPPER_ROOT;12002;10;11999;18;;;12015;10;;;;;12008.5;0.0
0;11300;ASH_COATED_OSMIUM;9994;12;;;;;10010;12;10013;29;;;10002.0;0.0
0;11400;ASH_COATED_OSMIUM;9994;15;;;;;10013;22;;;;;10003.5;0.0
0;11400;INTARIAN_PEPPER_ROOT;12002;11;11999;18;;;12015;11;12018;18;;;12008.5;0.0
0;11500;ASH_COATED_OSMIUM;9994;15;9992;27;;;10010;15;;;;;10002.0;0.0
0;11500;INTARIAN_PEPPER_ROOT;12002;8;11999;25;;;12015;8;12018;25;;;12008.5;0.0
0;11600;ASH_COATED_OSMIUM;9994;11;;;;;10010;11;10013;30;;;10002.0;0.0
0;11600;INTARIAN_PEPPER_ROOT;12002;12;11999;23;;;12015;12;12018;23;;;12008.5;0.0
0;11700;ASH_COATED_OSMIUM;9994;15;;;;;10013;22;;;;;10003.5;0.0
0;11700;INTARIAN_PEPPER_ROOT;12001;10;;;;;12017;17;;;;;12009.0;0.0
0;11800;ASH_COATED_OSMIUM;9994;14;9991;25;;;10010;14;10012;25;;;10002.0;0.0
0;11800;INTARIAN_PEPPER_ROOT;12001;8;11998;17;;;12014;8;12017;17;;;12007.5;0.0
0;11900;ASH_COATED_OSMIUM;9994;11;9992;20;;;10010;11;;;;;10002.0;0.0
0;11900;INTARIAN_PEPPER_ROOT;12001;10;11998;20;;;12017;20;;;;;12009.0;0.0
0;12000;ASH_COATED_OSMIUM;9994;10;9992;22;;;10010;10;10013;22;;;10002.0;0.0
0;12000;INTARIAN_PEPPER_ROOT;12001;10;11998;25;;;12015;10;;;;;12008.0;0.0
0;12100;INTARIAN_PEPPER_ROOT;12002;12;11999;24;;;12015;12;12018;24;;;12008.5;0.0
0;12100;ASH_COATED_OSMIUM;9994;14;9992;24;;;10010;14;;;;;10002.0;0.0
0;12200;INTARIAN_PEPPER_ROOT;12002;10;11999;22;;;12015;10;12018;22;;;12008.5;0.0
0;12200;ASH_COATED_OSMIUM;9994;13;9992;24;;;10013;24;;;;;10003.5;0.0
0;12300;INTARIAN_PEPPER_ROOT;;;;;;;12014;11;;;;;12014.0;0.0
0;12300;ASH_COATED_OSMIUM;9994;11;;;;;10010;11;10013;20;;;10002.0;0.0
0;12400;INTARIAN_PEPPER_ROOT;11998;25;;;;;12017;25;;;;;12007.5;0.0
0;12400;ASH_COATED_OSMIUM;9995;14;9992;28;;;10013;28;;;;;10004.0;0.0
0;12500;ASH_COATED_OSMIUM;9995;15;9992;22;;;10013;22;;;;;10004.0;0.0
0;12500;INTARIAN_PEPPER_ROOT;12001;8;;;;;12014;8;12017;16;;;12007.5;0.0
0;12600;INTARIAN_PEPPER_ROOT;12001;10;11998;18;;;12003;3;12014;10;12017;18;12002.0;0.0
0;12600;ASH_COATED_OSMIUM;9995;11;9992;28;;;10011;11;10013;28;;;10003.0;0.0
0;12700;ASH_COATED_OSMIUM;9995;15;9992;23;;;10011;15;10013;23;;;10003.0;0.0
0;12700;INTARIAN_PEPPER_ROOT;11998;20;;;;;12014;11;;;;;12006.0;0.0
0;12800;INTARIAN_PEPPER_ROOT;12001;11;11998;19;;;;;;;;;12001.0;0.0
0;12800;ASH_COATED_OSMIUM;9994;15;9992;23;;;10013;23;;;;;10003.5;0.0
0;12900;ASH_COATED_OSMIUM;9995;14;9992;29;;;10011;14;10013;29;;;10003.0;0.0
0;12900;INTARIAN_PEPPER_ROOT;12001;10;;;;;12014;10;12017;20;;;12007.5;0.0
0;13000;INTARIAN_PEPPER_ROOT;12001;11;11998;20;;;12015;11;12018;20;;;12008.0;0.0
0;13000;ASH_COATED_OSMIUM;9995;13;;;;;10011;13;;;;;10003.0;0.0
0;13100;ASH_COATED_OSMIUM;9995;15;9993;24;;;10011;15;10014;24;;;10003.0;0.0
0;13100;INTARIAN_PEPPER_ROOT;12001;12;11998;16;;;12014;12;;;;;12007.5;0.0
